w and h;memory;operations
2660;162174880;1153227040
2661;162305034;1156803225
2662;162435240;1152640676
2663;162565498;1156703343
2664;162695808;1156740768
2665;162826170;1163091280
2666;162956584;1160877708
2667;163087050;1160323689
2668;163217568;1159982368
2669;163348138;1164191110
2670;163478760;1164162720
2671;163609434;1165776647
2672;163740160;1165793600
2673;163870938;1170004176
2674;164001768;1168024592
2675;164132650;1170213525
2676;164263584;1170305784
2677;164394570;1174592644
2678;164525608;1172465892
2679;164656698;1176445344
2680;164787840;1174204480
2681;164919034;1179841075
2682;165050280;1178540532
2683;165181578;1180769519
2684;165312928;1180305104
2685;165444330;1181910150
2686;165575784;1180916016
2687;165707290;1182328366
2688;165838848;1185682176
2689;165970458;1191439431
2690;166102120;1188129960
2691;166233834;1189212102
2692;166365600;1189557112
2693;166497418;1191442446
2694;166629288;1193188764
2695;166761210;1193246285
2696;166893184;1194716224
2697;167025210;1196780265
2698;167157288;1195586324
2699;167289418;1198188662
2700;167421600;1199453400
2701;167553834;1205529227
2702;167686120;1201768540
2703;167818458;1203705366
2704;167950848;1202447168
2705;168083290;1208245055
2706;168215784;1205782776
2707;168348330;1208889353
2708;168480928;1207405128
2709;168613578;1210373073
2710;168746280;1210172180
2711;168879034;1212603190
2712;169011840;1212367056
2713;169144698;1218204825
2714;169277608;1215931708
2715;169410570;1216816845
2716;169543584;1214665816
2717;169676650;1221177386
2718;169809768;1223159796
2719;169942938;1222296541
2720;170076160;1221590080
2721;170209434;1228651224
2722;170342760;1222765952
2723;170476138;1226749622
2724;170609568;1228153536
2725;170743050;1231893475
2726;170876584;1229933036
2727;171010170;1230716916
2728;171143808;1231233696
2729;171277498;1237033868
2730;171411240;1234970100
2731;171545034;1241490752
2732;171678880;1237361048
2733;171812778;1239032880
2734;171946728;1236555392
2735;172080730;1240027120
2736;172214784;1240765056
2737;172348890;1248715195
2738;172483048;1246118560
2739;172617258;1246050531
2740;172751520;1245565640
2741;172885834;1251096558
2742;173020200;1250681040
2743;173154618;1250193568
2744;173289088;1253354928
2745;173423610;1256251995
2746;173558184;1251429088
2747;173692810;1254634563
2748;173827488;1257512280
2749;173962218;1261103750
2750;174097000;1259373500
2751;174231834;1262780526
2752;174366720;1258984960
2753;174501658;1266294657
2754;174636648;1264488084
2755;174771690;1266702165
2756;174906784;1266861544
2757;175041930;1271274756
2758;175177128;1267041748
2759;175312378;1272288019
2760;175447680;1271973600
2761;175583034;1278155252
2762;175718440;1275430836
2763;175853898;1274292837
2764;175989408;1274248224
2765;176124970;1278677015
2766;176260584;1278633288
2767;176396250;1278666671
2768;176531968;1281428992
2769;176667738;1286028822
2770;176803560;1283739880
2771;176939434;1286370246
2772;177075360;1287000792
2773;177211338;1293759788
2774;177347368;1289976576
2775;177483450;1290241800
2776;177619584;1287891888
2777;177755770;1294651285
2778;177892008;1292225592
2779;178028298;1295139055
2780;178164640;1295819160
2781;178301034;1299644730
2782;178437480;1296445384
2783;178573978;1300448589
2784;178710528;1301130240
2785;178847130;1307788655
2786;178983784;1303257368
2787;179120490;1306283622
2788;179257248;1303495944
2789;179394058;1307438576
2790;179530920;1309570200
2791;179667834;1312236097
2792;179804800;1310955680
2793;179941818;1313799270
2794;180078888;1313414696
2795;180216010;1316688165
2796;180353184;1316351208
2797;180490410;1320779761
2798;180627688;1318367236
2799;180765018;1319112720
2800;180902400;1319197600
2801;181039834;1327237044
2802;181177320;1323580740
2803;181314858;1324882798
2804;181452448;1326028424
2805;181590090;1328414340
2806;181727784;1327165044
2807;181865530;1330489930
2808;182003328;1330845984
2809;182141178;1338305915
2810;182279080;1333699060
2811;182417034;1334682477
2812;182555040;1332421208
2813;182693098;1339196162
2814;182831208;1339306416
2815;182969370;1341057555
2816;183107584;1340500480
2817;183245850;1345585122
2818;183384168;1341198920
2819;183522538;1344454394
2820;183660960;1346127000
2821;183799434;1352835939
2822;183937960;1351325988
2823;184076538;1349919078
2824;184215168;1348584256
2825;184353850;1355039500
2826;184492584;1354106160
2827;184631370;1356431351
2828;184770208;1357530496
2829;184909098;1360087014
2830;185048040;1357834000
2831;185187034;1360270021
2832;185326080;1361891808
2833;185465178;1368803612
2834;185604328;1365789620
2835;185743530;1367122050
2836;185882784;1365658784
2837;186022090;1369107830
2838;186161448;1370368032
2839;186300858;1372423702
2840;186440320;1372032400
2841;186579834;1377657720
2842;186719400;1372202860
2843;186859018;1377112241
2844;186998688;1377235440
2845;187138410;1381048350
2846;187278184;1378101504
2847;187418010;1379610648
2848;187557888;1380083840
2849;187697818;1387292060
2850;187837800;1386889800
2851;187977834;1388890309
2852;188117920;1388256632
2853;188258058;1390529376
2854;188398248;1388002944
2855;188538490;1391920990
2856;188678784;1390889136
2857;188819130;1399932857
2858;188959528;1395607128
2859;189099978;1397736510
2860;189240480;1394713320
2861;189381034;1405240231
2862;189521640;1401063480
2863;189662298;1402895767
2864;189803008;1403491744
2865;189943770;1407806565
2866;190084584;1400791892
2867;190225450;1406925777
2868;190366368;1409639208
2869;190507338;1413605073
2870;190648360;1414003080
2871;190789434;1415219256
2872;190930560;1413236528
2873;191071738;1417986388
2874;191212968;1419003012
2875;191354250;1418530750
2876;191495584;1418305152
2877;191636970;1420530258
2878;191778408;1419936128
2879;191919898;1422087808
2880;192061440;1422754560
2881;192203034;1432502344
2882;192344680;1429005116
2883;192486378;1430388918
2884;192628128;1428341376
2885;192769930;1435221145
2886;192911784;1432240992
2887;193053690;1434856322
2888;193195648;1435815408
2889;193337658;1439949825
2890;193479720;1437301040
2891;193621834;1441334069
2892;193764000;1442240400
2893;193906218;1446152840
2894;194048488;1444800560
2895;194190810;1444046265
2896;194333184;1442184832
2897;194475610;1450892922
2898;194618088;1448460972
2899;194760618;1454039834
2900;194903200;1454216600
2901;195045834;1456325208
2902;195188520;1450570504
2903;195331258;1454998115
2904;195474048;1455990096
2905;195616890;1464529605
2906;195759784;1459108412
2907;195902730;1461523320
2908;196045728;1462468096
2909;196188778;1463820436
2910;196331880;1464527340
2911;196475034;1467653425
2912;196618240;1466518144
2913;196761498;1474691685
2914;196904808;1466954224
2915;197048170;1471424955
2916;197191584;1473658920
2917;197335050;1480088717
2918;197478568;1476840652
2919;197622138;1476596583
2920;197765760;1476182640
2921;197909434;1483654767
2922;198053160;1483423428
2923;198196938;1481671623
2924;198340768;1484397840
2925;198484650;1486789200
2926;198628584;1486296812
2927;198772570;1491332843
2928;198916608;1487874912
2929;199060698;1496783438
2930;199204840;1492893600
2931;199349034;1494572589
2932;199493280;1491209336
2933;199637578;1498349447
2934;199781928;1497584016
2935;199926330;1500733005
2936;200070784;1500213792
2937;200215290;1504169865
2938;200359848;1501682312
2939;200504458;1506360938
2940;200649120;1505791560
2941;200793834;1513823871
2942;200938600;1508940032
2943;201083418;1508911416
2944;201228288;1507869696
2945;201373210;1516209690
2946;201518184;1514037780
2947;201663210;1515306142
2948;201808288;1517052592
2949;201953418;1519410321
2950;202098600;1516783800
2951;202243834;1521801190
2952;202389120;1523710224
2953;202534458;1528883267
2954;202679848;1525510588
2955;202825290;1527436545
2956;202970784;1522753840
2957;203116330;1529463895
2958;203261928;1530605268
2959;203407578;1532353658
2960;203553280;1534256800
2961;203699034;1539456471
2962;203844840;1534434480
2963;203990698;1537079954
2964;204136608;1539163704
2965;204282570;1545233470
2966;204428584;1540795476
2967;204574650;1541317929
2968;204720768;1541442672
2969;204866938;1549999109
2970;205013160;1547987760
2971;205159434;1552600035
2972;205305760;1548703256
2973;205452138;1551917892
2974;205598568;1549935788
2975;205745050;1552497800
2976;205891584;1555150464
2977;206038170;1563612687
2978;206184808;1559137856
2979;206331498;1560176775
2980;206478240;1557997640
2981;206625034;1566020654
2982;206771880;1564070928
2983;206918778;1567608262
2984;207065728;1568145712
2985;207212730;1570653270
2986;207359784;1565517996
2987;207506890;1571293428
2988;207654048;1572871248
2989;207801258;1578622416
2990;207948520;1576441620
2991;208095834;1579122378
2992;208243200;1573660352
2993;208390618;1583057560
2994;208538088;1582299060
2995;208685610;1582471145
2996;208833184;1581905976
2997;208980810;1585799613
2998;209128488;1584892700
2999;209276218;1586875865
3000;209424000;1587342000
3001;209571834;1597663377
3002;209719720;1592386884
3003;209867658;1593902310
3004;210015648;1595881008
3005;210163690;1596661675
3006;210311784;1595693016
3007;210459930;1598867005
3008;210608128;1599612288
3009;210756378;1605993570
3010;210904680;1600898600
3011;211053034;1608638794
3012;211201440;1606082736
3013;211349898;1611512089
3014;211498408;1610802160
3015;211646970;1612108440
3016;211795584;1608468992
3017;211944250;1617226646
3018;212092968;1614871440
3019;212241738;1614947632
3020;212390560;1617463680
3021;212539434;1621706031
3022;212688360;1619683208
3023;212837338;1620914462
3024;212986368;1622496960
3025;213135450;1633137000
3026;213284584;1627273864
3027;213433770;1629137454
3028;213583008;1626459920
3029;213732298;1632309926
3030;213881640;1635321300
3031;214031034;1635533662
3032;214180480;1634205552
3033;214329978;1638132399
3034;214479528;1636751980
3035;214629130;1639892445
3036;214778784;1637424096
3037;214928490;1647041025
3038;215078248;1642464320
3039;215228058;1645761333
3040;215377920;1642439040
3041;215527834;1652439867
3042;215677800;1649597508
3043;215827818;1654162628
3044;215977888;1652776328
3045;216128010;1655222415
3046;216278184;1653557652
3047;216428410;1655788552
3048;216578688;1657447536
3049;216729018;1665284526
3050;216879400;1662603800
3051;217029834;1663603515
3052;217180320;1661258536
3053;217330858;1669352923
3054;217481448;1668058152
3055;217632090;1667987230
3056;217782784;1669468352
3057;217933530;1674251646
3058;218084328;1668750600
3059;218235178;1675255232
3060;218386080;1678036680
3061;218537034;1684033638
3062;218688040;1678790492
3063;218839098;1678919127
3064;218990208;1678275360
3065;219141370;1685431240
3066;219292584;1682835420
3067;219443850;1686359280
3068;219595168;1688117912
3069;219746538;1690082955
3070;219897960;1689488540
3071;220049434;1693119075
3072;220200960;1692954624
3073;220352538;1700782580
3074;220504168;1695108116
3075;220655850;1696040850
3076;220807584;1696370936
3077;220959370;1701113296
3078;221111208;1702207872
3079;221263098;1704956223
3080;221415040;1703424800
3081;221567034;1713288642
3082;221719080;1707933448
3083;221871178;1709329271
3084;222023328;1709942304
3085;222175530;1716706865
3086;222327784;1712032564
3087;222480090;1714692672
3088;222632448;1713043296
3089;222784858;1723414880
3090;222937320;1719813660
3091;223089834;1722518479
3092;223242400;1723418960
3093;223395018;1725439329
3094;223547688;1722522620
3095;223700410;1729337440
3096;223853184;1725741360
3097;224006010;1736404281
3098;224158888;1732166152
3099;224311818;1732796553
3100;224464800;1730897400
3101;224617834;1739527657
3102;224770920;1738056804
3103;224924058;1740457185
3104;225077248;1740301056
3105;225230490;1747059300
3106;225383784;1743211440
3107;225537130;1745500172
3108;225690528;1748343240
3109;225843978;1754097800
3110;225997480;1749175960
3111;226151034;1752815175
3112;226304640;1748782176
3113;226458298;1758773401
3114;226612008;1756981080
3115;226765770;1759573165
3116;226919584;1757093704
3117;227073450;1761700347
3118;227227368;1756749796
3119;227381338;1762512591
3120;227535360;1764141600
3121;227689434;1775948872
3122;227843560;1769543356
3123;227997738;1771018947
3124;228151968;1767721648
3125;228306250;1775668750
3126;228460584;1774011252
3127;228614970;1774750739
3128;228769408;1776797840
3129;228923898;1781120670
3130;229078440;1778002760
3131;229233034;1783220347
3132;229387680;1784037312
3133;229542378;1788820813
3134;229697128;1787270056
3135;229851930;1787072265
3136;230006784;1785977088
3137;230161690;1797394342
3138;230316648;1791477924
3139;230471658;1793725048
3140;230626720;1796852440
3141;230781834;1800540558
3142;230937000;1795766112
3143;231092218;1799493220
3144;231247488;1802235120
3145;231402810;1809837425
3146;231558184;1806426908
3147;231713610;1809210300
3148;231869088;1804232128
3149;232024618;1809374463
3150;232180200;1811703600
3151;232335834;1816847694
3152;232491520;1815350272
3153;232647258;1818789132
3154;232803048;1813026436
3155;232958890;1820034315
3156;233114784;1817635080
3157;233270730;1826138237
3158;233426728;1826429300
3159;233582778;1823899194
3160;233738880;1825468800
3161;233895034;1832624521
3162;234051240;1830102360
3163;234207498;1832667504
3164;234363808;1832240760
3165;234520170;1836630510
3166;234676584;1828947544
3167;234833050;1835928902
3168;234989568;1837598400
3169;235146138;1848195659
3170;235302760;1842061640
3171;235459434;1843907961
3172;235616160;1842735336
3173;235772938;1849630544
3174;235929768;1850651484
3175;236086650;1848526275
3176;236243584;1849359392
3177;236400570;1855593567
3178;236557608;1851299408
3179;236714698;1857492879
3180;236871840;1858601880
3181;237029034;1865605604
3182;237186280;1861864568
3183;237343578;1862729796
3184;237500928;1860067328
3185;237658330;1870286145
3186;237815784;1866811212
3187;237973290;1870255893
3188;238130848;1868952248
3189;238288458;1872032292
3190;238446120;1870131120
3191;238603834;1877785433
3192;238761600;1875140400
3193;238919418;1885380289
3194;239077288;1881451252
3195;239235210;1879656840
3196;239393184;1878979536
3197;239551210;1886050968
3198;239709288;1885521612
3199;239867418;1888094586
3200;240025600;1887833600
3201;240183834;1896330018
3202;240342120;1889083940
3203;240500458;1892550204
3204;240658848;1895268528
3205;240817290;1902077760
3206;240975784;1896599068
3207;241134330;1902158289
3208;241292928;1898532896
3209;241451578;1904390677
3210;241610280;1905571560
3211;241769034;1907083542
3212;241927840;1909893744
3213;242086698;1911307671
3214;242245608;1910620152
3215;242404570;1910957420
3216;242563584;1910271840
3217;242722650;1921813281
3218;242881768;1917490352
3219;243040938;1917246057
3220;243200160;1918211960
3221;243359434;1927394864
3222;243518760;1924822800
3223;243678138;1926780306
3224;243837568;1927229824
3225;243997050;1932555450
3226;244156584;1926134916
3227;244316170;1931485353
3228;244475808;1932661704
3229;244635498;1938798157
3230;244795240;1935377240
3231;244955034;1937449764
3232;245114880;1936375232
3233;245274778;1944662432
3234;245434728;1945749036
3235;245594730;1948851345
3236;245754784;1943716344
3237;245914890;1948003941
3238;246075048;1947721760
3239;246235258;1950175988
3240;246395520;1953383040
3241;246555834;1963890432
3242;246716200;1954647188
3243;246876618;1957876932
3244;247037088;1956482352
3245;247197610;1961050850
3246;247358184;1963563828
3247;247518810;1962649150
3248;247679488;1965085472
3249;247840218;1972159245
3250;248001000;1966971500
3251;248161834;1972775071
3252;248322720;1971681096
3253;248483658;1977342556
3254;248644648;1974585772
3255;248805690;1976204895
3256;248966784;1974099776
3257;249127930;1982340480
3258;249289128;1981645920
3259;249450378;1982185721
3260;249611680;1984544560
3261;249773034;1989761109
3262;249934440;1982839320
3263;250095898;1989904657
3264;250257408;1993102848
3265;250418970;1999779850
3266;250580584;1993873404
3267;250742250;1996378758
3268;250903968;1996924472
3269;251065738;2001654466
3270;251227560;1999591920
3271;251389434;2004373941
3272;251551360;2005107776
3273;251713338;2007484731
3274;251875368;2003897536
3275;252037450;2007794425
3276;252199584;2009760480
3277;252361770;2021102858
3278;252524008;2015268508
3279;252686298;2016303006
3280;252848640;2011499360
3281;253011034;2025203812
3282;253173480;2022604704
3283;253335978;2022360830
3284;253498528;2025610608
3285;253661130;2027265480
3286;253823784;2022086104
3287;253986490;2029686343
3288;254149248;2030820048
3289;254312058;2038578113
3290;254474920;2037858900
3291;254637834;2040732645
3292;254800800;2033356472
3293;254963818;2038811555
3294;255126888;2041555320
3295;255290010;2041598475
3296;255453184;2041516032
3297;255616410;2050018551
3298;255779688;2043111000
3299;255943018;2048919827
3300;256106400;2050125000
3301;256269834;2058777583
3302;256433320;2055230840
3303;256596858;2056596435
3304;256760448;2053171680
3305;256924090;2060935205
3306;257087784;2059360296
3307;257251530;2062169139
3308;257415328;2063636256
3309;257579178;2066142909
3310;257743080;2064149100
3311;257907034;2069603459
3312;258071040;2070741888
3313;258235098;2077645247
3314;258399208;2074703188
3315;258563370;2074563465
3316;258727584;2075590512
3317;258891850;2079593150
3318;259056168;2081149140
3319;259220538;2084766789
3320;259384960;2082310640
3321;259549434;2088895716
3322;259713960;2085936952
3323;259878538;2088618482
3324;260043168;2090762760
3325;260207850;2096099950
3326;260372584;2096550752
3327;260537370;2093784237
3328;260702208;2090583040
3329;260867098;2102702928
3330;261032040;2099265300
3331;261197034;2103483197
3332;261362080;2104144672
3333;261527178;2108175828
3334;261692328;2103754000
3335;261857530;2106179230
3336;262022784;2109412848
3337;262188090;2117172998
3338;262353448;2113768472
3339;262518858;2114087850
3340;262684320;2114487200
3341;262849834;2121862418
3342;263015400;2123486748
3343;263181018;2120304436
3344;263346688;2123433312
3345;263512410;2130634545
3346;263678184;2120119288
3347;263844010;2129532097
3348;264009888;2130486408
3349;264175818;2135995549
3350;264341800;2135390500
3351;264507834;2136858978
3352;264673920;2132689888
3353;264840058;2141423627
3354;265006248;2140254480
3355;265172490;2145213840
3356;265338784;2143255704
3357;265505130;2143484784
3358;265671528;2143888236
3359;265837978;2149054610
3360;266004480;2149943040
3361;266171034;2163294206
3362;266337640;2156171632
3363;266504298;2157075282
3364;266671008;2155160056
3365;266837770;2161632255
3366;267004584;2158333056
3367;267171450;2166876621
3368;267338368;2168143264
3369;267505338;2170434453
3370;267672360;2164544260
3371;267839434;2170155412
3372;268006560;2171891712
3373;268173738;2177338960
3374;268340968;2174995116
3375;268508250;2177097750
3376;268675584;2174306048
3377;268842970;2184040980
3378;269010408;2183458128
3379;269177898;2183891627
3380;269345440;2185034800
3381;269513034;2192304639
3382;269680680;2187957844
3383;269848378;2189335514
3384;270016128;2194997760
3385;270183930;2201844335
3386;270351784;2192807460
3387;270519690;2196889488
3388;270687648;2195701816
3389;270855658;2204117486
3390;271023720;2203486440
3391;271191834;2204824809
3392;271360000;2204894976
3393;271528218;2212802631
3394;271696488;2211659372
3395;271864810;2212765940
3396;272033184;2213546760
3397;272201610;2220017631
3398;272370088;2218404688
3399;272538618;2216739426
3400;272707200;2218445600
3401;272875834;2226794547
3402;273044520;2227112496
3403;273213258;2230139035
3404;273382048;2228462640
3405;273550890;2230353315
3406;273719784;2224083940
3407;273888730;2233438408
3408;274057728;2231906016
3409;274226778;2242034529
3410;274395880;2239408380
3411;274565034;2245324860
3412;274734240;2237773848
3413;274903498;2244136238
3414;275072808;2245483392
3415;275242170;2245174675
3416;275411584;2245432448
3417;275581050;2254652778
3418;275750568;2247738324
3419;275920138;2253079972
3420;276089760;2258328600
3421;276259434;2265683827
3422;276429160;2257520776
3423;276598938;2259751641
3424;276768768;2259004544
3425;276938650;2268493950
3426;277108584;2266045476
3427;277278570;2266768588
3428;277448608;2271228256
3429;277618698;2271846231
3430;277788840;2270790340
3431;277959034;2279299075
3432;278129280;2277468336
3433;278299578;2287116095
3434;278469928;2282147116
3435;278640330;2282045685
3436;278810784;2278872024
3437;278981290;2285323166
3438;279151848;2287597068
3439;279322458;2288544452
3440;279493120;2290957440
3441;279663834;2297524731
3442;279834600;2292681780
3443;280005418;2294477174
3444;280176288;2301198144
3445;280347210;2306100225
3446;280518184;2303237480
3447;280689210;2302985511
3448;280860288;2301071072
3449;281031418;2307860411
3450;281202600;2309526600
3451;281373834;2313015495
3452;281545120;2314904296
3453;281716458;2315792433
3454;281887848;2312252668
3455;282059290;2316978280
3456;282230784;2318215680
3457;282402330;2330239248
3458;282573928;2321389980
3459;282745578;2330314464
3460;282917280;2325258400
3461;283089034;2330720464
3462;283260840;2331698544
3463;283432698;2332396297
3464;283604608;2334465808
3465;283776570;2337676110
3466;283948584;2337505060
3467;284120650;2338515769
3468;284292768;2340352056
3469;284464938;2346983171
3470;284637160;2346011480
3471;284809434;2347694154
3472;284981760;2346210944
3473;285154138;2356347148
3474;285326568;2353669740
3475;285499050;2351949500
3476;285671584;2354002816
3477;285844170;2360997741
3478;286016808;2359503024
3479;286189498;2361639133
3480;286362240;2363107920
3481;286535034;2373930608
3482;286707880;2368943880
3483;286880778;2367527454
3484;287053728;2366158600
3485;287226730;2373863510
3486;287399784;2374461012
3487;287572890;2378269993
3488;287746048;2376144192
3489;287919258;2382215931
3490;288092520;2376201400
3491;288265834;2383934080
3492;288439200;2383520472
3493;288612618;2392966975
3494;288786088;2387673816
3495;288959610;2389126080
3496;289133184;2387376448
3497;289306810;2397462769
3498;289480488;2399159268
3499;289654218;2398606488
3500;289828000;2399908000
3501;290001834;2406461364
3502;290175720;2399395300
3503;290349658;2402644646
3504;290523648;2406400032
3505;290697690;2414352655
3506;290871784;2409077780
3507;291045930;2411770914
3508;291220128;2410837920
3509;291394378;2414055149
3510;291568680;2420594280
3511;291743034;2424742243
3512;291917440;2421601264
3513;292091898;2424588288
3514;292266408;2419353860
3515;292440970;2428573255
3516;292615584;2429260656
3517;292790250;2434168455
3518;292964968;2432746252
3519;293139738;2432568573
3520;293314560;2433235200
3521;293489434;2444845081
3522;293664360;2440724868
3523;293839338;2439874788
3524;294014368;2446656816
3525;294189450;2445172650
3526;294364584;2443405168
3527;294539770;2448446927
3528;294715008;2450584080
3529;294890298;2462469149
3530;295065640;2455856300
3531;295241034;2458225704
3532;295416480;2455057880
3533;295591978;2460261078
3534;295767528;2462272092
3535;295943130;2463424845
3536;296118784;2465101184
3537;296294490;2472543387
3538;296470248;2466219508
3539;296646058;2470356482
3540;296821920;2472895320
3541;296997834;2482375558
3542;297173800;2478216972
3543;297349818;2482686390
3544;297525888;2473634032
3545;297702010;2485360505
3546;297878184;2482731900
3547;298054410;2486971956
3548;298230688;2488815560
3549;298407018;2491096335
3550;298583400;2492362700
3551;298759834;2493167753
3552;298936320;2493504000
3553;299112858;2505891817
3554;299289448;2504617528
3555;299466090;2501340660
3556;299642784;2496952080
3557;299819530;2509235852
3558;299996328;2507600124
3559;300173178;2505596503
3560;300350080;2508069840
3561;300527034;2515921281
3562;300704040;2509065676
3563;300881098;2516514833
3564;301058208;2520161424
3565;301235370;2527360405
3566;301412584;2523629672
3567;301589850;2521790526
3568;301767168;2523089792
3569;301944538;2531413182
3570;302121960;2530137540
3571;302299434;2538173954
3572;302476960;2534598328
3573;302654538;2535300756
3574;302832168;2534344844
3575;303009850;2536576900
3576;303187584;2542528848
3577;303365370;2548301301
3578;303543208;2543814880
3579;303721098;2543752776
3580;303899040;2544127000
3581;304077034;2553840284
3582;304255080;2552475888
3583;304433178;2553797582
3584;304611328;2555083776
3585;304789530;2562443280
3586;304967784;2553332408
3587;305146090;2561171805
3588;305324448;2564264664
3589;305502858;2569849615
3590;305681320;2569240940
3591;305859834;2569543641
3592;306038400;2569530016
3593;306217018;2573385646
3594;306395688;2575431648
3595;306574410;2574027190
3596;306753184;2576109672
3597;306932010;2581059723
3598;307110888;2578960048
3599;307289818;2584661439
3600;307468800;2586052800
3601;307647834;2598661650
3602;307826920;2591574164
3603;308006058;2590366041
3604;308185248;2587945904
3605;308364490;2596832910
3606;308543784;2597387376
3607;308723130;2596971467
3608;308902528;2600992768
3609;309081978;2606279049
3610;309261480;2602687260
3611;309441034;2610868552
3612;309620640;2611107576
3613;309800298;2619547842
3614;309980008;2613247260
3615;310159770;2616493620
3616;310339584;2611091904
3617;310519450;2622147767
3618;310699368;2620843020
3619;310879338;2625190029
3620;311059360;2627613200
3621;311239434;2631246723
3622;311419560;2626659912
3623;311599738;2629479202
3624;311779968;2632966464
3625;311960250;2641334500
3626;312140584;2638654704
3627;312320970;2641340988
3628;312501408;2639500608
3629;312681898;2641806759
3630;312862440;2646473280
3631;313043034;2652002518
3632;313223680;2646667456
3633;313404378;2654404221
3634;313585128;2649425844
3635;313765930;2653324630
3636;313946784;2653021944
3637;314127690;2662240356
3638;314308648;2659872768
3639;314489658;2661615546
3640;314670720;2659274800
3641;314851834;2673422455
3642;315033000;2670831564
3643;315214218;2668085841
3644;315395488;2673384160
3645;315576810;2672331750
3646;315758184;2670556452
3647;315939610;2674148162
3648;316121088;2680426368
3649;316302618;2689535589
3650;316484200;2686064200
3651;316665834;2688764346
3652;316847520;2684146960
3653;317029258;2691724009
3654;317211048;2694854232
3655;317392890;2698647320
3656;317574784;2696175696
3657;317756730;2701100427
3658;317938728;2699369888
3659;318120778;2702976480
3660;318302880;2703942120
3661;318485034;2713873673
3662;318667240;2706364480
3663;318849498;2708370918
3664;319031808;2711176800
3665;319214170;2716443025
3666;319396584;2713785828
3667;319579050;2720888331
3668;319761568;2722609680
3669;319944138;2723788551
3670;320126760;2718339640
3671;320309434;2726627908
3672;320492160;2728464912
3673;320674938;2736697205
3674;320857768;2733095948
3675;321040650;2734990125
3676;321223584;2731576784
3677;321406570;2738416334
3678;321589608;2740154136
3679;321772698;2739409153
3680;321955840;2743528320
3681;322139034;2751646887
3682;322322280;2742383056
3683;322505578;2750482815
3684;322688928;2753406864
3685;322872330;2758742085
3686;323055784;2757533460
3687;323239290;2755468389
3688;323422848;2753165760
3689;323606458;2761998568
3690;323790120;2768555340
3691;323973834;2769814984
3692;324157600;2768438816
3693;324341418;2771434008
3694;324525288;2766650852
3695;324709210;2770969180
3696;324893184;2771164704
3697;325077210;2788303279
3698;325261288;2778795536
3699;325445418;2781611010
3700;325629600;2780683200
3701;325813834;2791638393
3702;325998120;2790634236
3703;326182458;2790010538
3704;326366848;2793586432
3705;326551290;2795526240
3706;326735784;2795057788
3707;326920330;2795281885
3708;327104928;2802439656
3709;327289578;2806533538
3710;327474280;2804641280
3711;327659034;2811275472
3712;327843840;2799582976
3713;328028698;2814728762
3714;328213608;2813993808
3715;328398570;2811411695
3716;328583584;2814327464
3717;328768650;2816627373
3718;328953768;2819232988
3719;329138938;2825127193
3720;329324160;2824402560
3721;329509434;2836015965
3722;329694760;2831474280
3723;329880138;2829926760
3724;330065568;2831893456
3725;330251050;2838423925
3726;330436584;2835702108
3727;330622170;2840208801
3728;330807808;2839968032
3729;330993498;2845778892
3730;331179240;2840574040
3731;331365034;2847368615
3732;331550880;2850941976
3733;331736778;2856069771
3734;331922728;2854000752
3735;332108730;2854074105
3736;332294784;2849955296
3737;332480890;2859044168
3738;332667048;2864003268
3739;332853258;2864911536
3740;333039520;2864608120
3741;333225834;2871146421
3742;333412200;2865249400
3743;333598618;2869552235
3744;333785088;2874763008
3745;333971610;2884885850
3746;334158184;2873152032
3747;334344810;2879487066
3748;334531488;2875390640
3749;334718218;2882658586
3750;334905000;2886757500
3751;335091834;2889819163
3752;335278720;2895140752
3753;335465658;2897544933
3754;335652648;2889851724
3755;335839690;2892510295
3756;336026784;2893960440
3757;336213930;2904897372
3758;336401128;2908368812
3759;336588378;2899252797
3760;336775680;2901178400
3761;336963034;2912751582
3762;337150440;2911584852
3763;337337898;2916550780
3764;337525408;2916061136
3765;337712970;2915808015
3766;337900584;2911366556
3767;338088250;2921801977
3768;338275968;2921292720
3769;338463738;2931283215
3770;338651560;2928762200
3771;338839434;2932495524
3772;339027360;2925631096
3773;339215338;2930938087
3774;339403368;2936375796
3775;339591450;2936651775
3776;339779584;2938067840
3777;339967770;2944386789
3778;340156008;2939956484
3779;340344298;2942238704
3780;340532640;2946109320
3781;340721034;2960901100
3782;340909480;2952713296
3783;341097978;2954182530
3784;341286528;2952814128
3785;341475130;2962875290
3786;341663784;2956729704
3787;341852490;2960718257
3788;342041248;2963776656
3789;342230058;2965881429
3790;342418920;2964666860
3791;342607834;2970206799
3792;342796800;2973686400
3793;342985818;2981961775
3794;343174888;2978965332
3795;343364010;2982835845
3796;343553184;2979078024
3797;343742410;2984423015
3798;343931688;2986390188
3799;344121018;2984954079
3800;344310400;2989444800
3801;344499834;2997255744
3802;344689320;2991109440
3803;344878858;2996969362
3804;345068448;2999628984
3805;345258090;3002514085
3806;345447784;3000437264
3807;345637530;3004849872
3808;345827328;3001435136
3809;346017178;3012987562
3810;346207080;3013092780
3811;346397034;3014710605
3812;346587040;3014506728
3813;346777098;3016914234
3814;346967208;3017301168
3815;347157370;3018641640
3816;347347584;3021287472
3817;347537850;3030133084
3818;347728168;3029926620
3819;347918538;3028195851
3820;348108960;3031284600
3821;348299434;3036881127
3822;348489960;3037190520
3823;348680538;3043257097
3824;348871168;3038236832
